name_en_x,pm10,pm2_5,us_aqi,us_pm2_5,us_pm10,us_no2,name,latitude,longitude,green_coverage_pct
Galleria Moon Valley Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جاليريا مون فالي,30.019951426141454,31.53864828386685,4.59
Gamaiet Ahmed Orabi,24.703178,15.82079,74.21322,62.85449,22.400135,5.074077,جمعيه احمد عرابى,30.21682140176993,31.57709940594362,0.0
Ganaty Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جنتي,30.005304655895834,31.483598328202127,1.61
Ganayen Al Wailia A,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جناين الوايليه ا,30.06961056213639,31.27369790866672,0.96
Ganayen Al Wailia B,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جناين الوايليه ب,30.072365195710688,31.27308660106306,0.86
Ganet Al Shorouk Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جنة الشروق,30.12164612074197,31.61863163439584,2.59
Ganet Badr Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جنه بدر,30.1304646111926,31.706923705475223,0.89
Garden City,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جاردن سيتى,30.035569204467,31.23180739494864,5.16
Garden View Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جاردن فيو,30.01269720806584,31.47644998501104,3.26
Gardenia Area,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,منطقة جاردينيا,30.141258979001645,31.64948457752318,5.49
Gardenia City,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جاردينيا سيتي,30.06529040111192,31.3961146787696,4.25
Gardenia Heights District 1,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,حى جاردينا هايتس 1,29.994861908116388,31.474909650203344,0.28
Gardenia Heights District 2,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,حى جاردينيا هايتس 2,29.98682345546297,31.475035013783607,0.14
Gardenia Heights District 3,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,حى جاردينيا هايتس 3,29.97981218434064,31.4740630145834,0.32
Gardenia Springs Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جاردينيا سبرنجز,30.048316375873643,31.511330698001352,4.11
Gawharet Al Shorouk Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جوهرة الشروق,30.117672263021245,31.61330254402189,2.17
Gezira Badran Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن جزيره بدران,30.068820049126728,31.23532128921785,0.21
Gezirat Ben Al Bahren,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جزيره بين البحرين,29.98790056947801,31.22403210638653,13.68
Gezirat Warak Al Hadar Village,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,قريه جزيره وراق الحضر,30.117381977840605,31.224355929023744,10.46
Geziret Badran,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جزيره بدران,30.071811568505947,31.24139837559453,0.11
Ghamra,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,غمره,30.06835959817218,31.26786164563192,0.3
Ghamra Housing,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,مساكن غمرة,30.07217690199719,31.267401505044067,0.33
Ghit Al E'eda,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,غيط العده,30.04533088684192,31.249581960303185,0.54
Gisr Shoubra,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جسر شبرا,30.07622438725169,31.24744200480563,0.07
Giza Company Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات شركة الجيزة,30.04683173932936,31.375370190544125,0.41
Giza Zelzal Housing,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مساكن الجيزة زلزال,29.976859618042667,31.40102553052983,5.66
Gohar El Qaid,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,جوهر القائد,30.049548535631832,31.25751155344157,0.09
Golden Gates Compound,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,كمبوند جولدن جيتس,30.0062502885097,31.343423841057337,1.27
Golden Heights 2 Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جولدن هايتس 2,30.049644478252684,31.48394532657764,4.35
Golden Heights Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جولدن هايتس,30.052462393462925,31.483080258901087,5.13
Golf Villas,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,فيلات الجولف,30.099448789381373,31.62466936157755,28.93
Grand Caesar Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جراند قيصر,30.017582316299364,31.47642827225468,3.06
Grand Residence Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جراند ريزيدنس,30.013532688641288,31.48376887817934,2.27
Granda Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جراندا,30.120090193007588,31.62484507648551,2.04
Green Land Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جرين لاند,30.134993196712905,31.62197712477404,2.89
Green Square Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جرين سكوير,30.04682842939232,31.633452608374498,0.03
Green Valley Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند جرين فالي,30.1229765417808,31.6245428657188,2.05
Group 1,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 1,30.06414196856481,31.49227780361686,7.02
Group 10,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 10,30.053903361168523,31.495366618382725,4.78
Group 100,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 100,30.07358477348453,31.48656455106161,4.07
Group 101,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 101,30.07147767049392,31.486446094621915,4.81
Group 102,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 102,30.069613237133133,31.486072359330382,5.36
Group 103,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 103,30.068319210744203,31.48801219887012,6.81
Group 104,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 104,30.06854137073887,31.489535928337418,6.96
Group 105,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 105,30.06775270976178,31.49090936069293,7.3
Group 106,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 106,30.06810844865372,31.492999203860613,7.67
Group 107,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 107,30.069606905650904,31.49182748643612,7.22
Group 108,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 108,30.07067028442604,31.49019993484158,6.36
Group 109,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 109,30.070275964437027,31.48794206757952,5.88
Group 11,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 11,30.055167144927783,31.49542655770088,5.22
Group 110,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 110,30.07234560477465,31.489134431973,5.19
Group 111,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعه 111,30.0725634,31.5027986,6.23
Group 112,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 112,30.07763121554157,31.655020161982385,5.79
Group 113,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 113,30.07369832221688,31.506253883199687,5.11
Group 114,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 114,30.07178448554724,31.505268154928302,5.83
Group 115,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 115,30.07183563635695,31.507824591352072,4.43
Group 116,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 116,30.07305165000679,31.50985823961122,2.69
Group 117,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 117,30.07210511108064,31.51307270810909,2.25
Group 118,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 118,30.07077052758237,31.51126800149427,2.55
Group 119,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 119,30.068496534297577,31.51305011125157,2.79
Group 12,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 12,30.05644505763992,31.4955942368972,5.81
Group 120,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 120,30.0686966644344,31.515422310355163,2.36
Group 121,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 121,30.067080246272265,31.518000765020627,2.68
Group 122,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 122,30.065983192029584,31.514612494675184,3.34
Group 124,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 124,30.063730287926784,31.513416590452213,3.85
Group 125,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 125,30.0616883031791,31.51261149527635,3.99
Group 126,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 126,30.060799820075307,31.51535896665429,3.68
Group 127,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 127,30.0596082475478,31.512915454228214,3.7
Group 128,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 128,30.0577960780046,31.51433845571698,3.59
Group 129,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 129,30.057626574600214,31.511883863192644,4.22
Group 13,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 13,30.05768500682389,31.495520239031123,6.75
Group 130,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 130,30.056240526776094,31.51001372259724,4.53
Group 131,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 131,30.054877458692545,31.512282062374776,3.98
Group 132,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 132,30.05581910822181,31.50811233545961,5.19
Group 133,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 133,30.055804570131727,31.50588421589075,5.97
Group 136,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 136,30.053452182818493,31.50784531208819,5.36
Group 14,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 14,30.059168204637714,31.495444562733912,7.19
Group 15,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 15,30.060338567176384,31.494323016899006,7.13
Group 16,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 16,30.061366950825818,31.49353002640333,6.83
Group 17,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 17,30.062820873888363,31.493485169580666,6.83
Group 18,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 18,30.064066339592703,31.49355315943924,7.52
Group 19,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 19,30.057786184198555,31.488500588692883,5.01
Group 2,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 2,30.06296542250272,31.49225089976183,6.82
Group 20,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 20,30.056729656995365,31.48838293667606,4.79
Group 21,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 21,30.05543443043979,31.4884413993317,4.81
Group 22,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 22,30.05407243081738,31.488478642549715,4.75
Group 23,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 23,30.05396787844295,31.489916909117834,4.89
Group 24,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 24,30.05516662820025,31.489896268232503,4.84
Group 25,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 25,30.056312150842874,31.48981840597674,5.06
Group 26,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 26,30.057650246010454,31.48982036556276,5.68
Group 27,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 27,30.059883558020708,31.489569222630617,5.58
Group 28,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 28,30.060571323553383,31.490718002465872,5.98
Group 29,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 29,30.06144688456512,31.49095418034165,6.18
Group 3,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 3,30.06160852055044,31.49225286566431,6.31
Group 30,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 30,30.06266365283828,31.490116098805466,6.81
Group 31,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 31,30.06266848388061,31.49106249047465,6.82
Group 32,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 32,30.063918555765788,31.49109493156966,6.95
Group 33,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 33,30.06382857915354,31.490069772400147,6.92
Group 34,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 34,30.063771593326216,31.48912335523957,6.59
Group 35,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 35,30.063849226413065,31.48816468987752,6.28
Group 36,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 36,30.06313034690965,31.487727526837887,6.18
Group 37,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 37,30.062120806970643,31.48814666446425,6.13
Group 38,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 38,30.06246591368589,31.48914956113612,6.47
Group 39,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 39,30.06122617782565,31.48943013643024,5.94
Group 4,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 4,30.06043289756308,31.49253996456818,6.34
Group 40,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 40,30.060943137407623,31.488191853000707,5.67
Group 41,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 41,30.05977373801423,31.488054860129548,5.48
Group 42,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 42,30.062786950454424,31.480058150615218,4.88
Group 43,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 43,30.063055932448883,31.47907131985252,5.12
Group 44,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 44,30.062964542340485,31.47791240734661,4.83
Group 45,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 45,30.063046541067752,31.476895079936902,4.51
Group 46,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 46,30.06304390171172,31.475703798259687,4.11
Group 47,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 47,30.061842431400216,31.47582408280267,4.3
Group 48,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 48,30.06171488855004,31.47726948514612,5.02
Group 49,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 49,30.061803294022056,31.478525666519403,5.44
Group 5,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 5,30.059173585738595,31.49372908306947,7.09
Group 50,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 50,30.060891765634604,31.47944614336515,5.2
Group 51,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 51,30.06166016122124,31.480245597252207,5.21
Group 52,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 52,30.06171312456873,31.483592562536977,5.44
Group 53,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 53,30.06237902779723,31.48433231259014,5.43
Group 54,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 54,30.062921887170766,31.48506715828244,5.84
Group 55,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 55,30.0635295416253,31.485887504842665,6.2
Group 56,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 56,30.06411181131644,31.48681376305925,6.22
Group 57,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 57,30.064982823771462,31.48738343900014,6.39
Group 58,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 58,30.06499167652604,31.486326498692307,6.34
Group 59,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 59,30.06456006856268,31.48529102546721,5.89
Group 6,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 6,30.05788113334873,31.493886297526224,6.67
Group 60,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 60,30.06505085955806,31.48380959044832,5.98
Group 61,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 61,30.06414791307929,31.48375221309124,5.81
Group 62,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 62,30.06317335908789,31.483547528935937,5.47
Group 63,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 63,30.06288104237045,31.48240966002571,5.31
Group 64,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 64,30.06422449185076,31.48232055903744,5.49
Group 65,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 65,30.0650811249378,31.48232614924092,5.86
Group 66,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 66,30.06645373062097,31.480083964959576,4.91
Group 67,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 67,30.06641006522867,31.47891957139716,4.46
Group 68,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 68,30.066346255989192,31.477455516686256,3.62
Group 69,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 69,30.066584715382543,31.47593098280604,3.15
Group 7,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 7,30.056753179427563,31.49393406849095,5.92
Group 70,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 70,30.06805806058488,31.47581399653434,2.89
Group 71,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,Group 71,30.08596386034137,31.646280108650707,8.79
Group 72,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 72,30.07072041353699,31.47611584170177,2.34
Group 73,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 73,30.07151820654941,31.477347229659312,2.68
Group 74,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,Group 74,30.08985720904701,31.64604195695869,8.54
Group 75,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 75,30.073189271153165,31.47900217180229,2.87
Group 76,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 76,30.07394725880056,31.47996177204117,2.89
Group 77,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 77,30.07447765374759,31.481079264031525,3.01
Group 78,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 78,30.074241069406064,31.48199684253055,3.09
Group 79,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 79,30.07195824130028,31.479298357193954,3.01
Group 8,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 8,30.055531374829776,31.493844850552435,5.73
Group 80,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 80,30.069637820298336,31.478746302990515,3.4
Group 81,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 81,30.070959580992835,31.479736203347645,3.3
Group 82,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 82,30.07260836220812,31.481305097285983,3.54
Group 83,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 83,30.071268848576647,31.481386798375667,4.02
Group 84,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 84,30.06983476264957,31.48150803641204,4.23
Group 85,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 85,30.068437571516,31.47918593082831,3.77
Group 86,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 86,30.068103531958773,31.48008129852028,4.39
Group 87,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 87,30.066645911393124,31.48228483450724,5.63
Group 88,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 88,30.066590779946747,31.48325829557168,5.82
Group 89,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 89,30.066624794023305,31.48430810595212,5.98
Group 9,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 9,30.05410740234621,31.49375668213232,5.12
Group 90,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 90,30.06652183201492,31.48551383227707,6.16
Group 91,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 91,30.066166775593125,31.487073119732823,6.67
Group 92,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 92,30.067215492791355,31.486781936157545,6.53
Group 93,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 93,30.06826017498949,31.485125838605445,5.58
Group 94,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 94,30.068261769142616,31.48352004399264,5.14
Group 95,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 95,30.07237303379158,31.48368610938561,4.02
Group 96,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 96,30.07499719640461,31.48393349354312,3.19
Group 97,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 97,30.07555467282824,31.486762562294057,3.59
Group 98,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 98,30.0759343544311,31.489604827660745,3.83
Group 99,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة 99,30.074255310015616,31.489552827825108,4.58
Group V 1,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 1,30.0594051048875,31.50055362958545,6.64
Group V 10,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 10,30.06081885385844,31.48583958608191,5.79
Group V 11,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 11,30.05791103640161,31.48308399130188,5.1
Group V 12,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 12,30.05531208842793,31.484051659645324,5.28
Group V 13,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 13,30.056309575747512,31.480159394047565,5.26
Group V 14,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 14,30.056261179060463,31.47658280784298,4.92
Group V 15,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 15,30.05955055614021,31.48093980078519,5.2
Group V 16,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 16,30.059308240032568,31.47815923126161,5.65
Group V 17,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 17,30.059332417103377,31.476036991331963,4.9
Group V 2,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 2,30.060661623113045,31.49922325081057,6.69
Group V 25,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 25,30.066772691803795,31.509369436113,4.5
Group V 26,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 26,30.06543462789772,31.506422724135344,5.17
Group V 27,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 27,30.064579879419803,31.509849086828048,4.86
Group V 28,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 28,30.06294912675363,31.505878796645057,6.26
Group V 29,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 29,30.06253886178161,31.509147371762644,5.38
Group V 3,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 3,30.06246260405685,31.49843599168717,6.5
Group V 30,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 30,30.06063490529323,31.508114177177184,5.72
Group V 31,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 31,30.06109707668436,31.504062269477654,6.53
Group V 32,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 32,30.059410716459663,31.50566976622893,6.47
Group V 35,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 35,30.056173862323423,31.503503440724625,6.6
Group V 36,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 36,30.05735050564324,31.50194258136816,6.94
Group V 37,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 37,30.05447065242571,31.501225493859103,5.81
Group V 38,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 38,30.0541215674584,31.50431878683837,6.2
Group V 4,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 4,30.06370876028948,31.496868809016927,7.06
Group V 5,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 5,30.06171995028072,31.495724375686265,6.81
Group V 6,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 6,30.058126188206405,31.498350128846003,6.42
Group V 7,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 7,30.055240535670464,31.49796945070645,5.32
Group V 8,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 8,30.05494237638984,31.48674627340587,4.67
Group V 9,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,مجموعة فيلات 9,30.05791814618712,31.48632088402354,4.83
Hada'ek Al Kobba,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حدائق القبه,30.08648033127444,31.27832364496002,0.21
Hada'ek Zenhom,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حدائق زينهم,30.023363730846167,31.24721448731881,0.21
Hadaek Al Obour Buildings,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,عمارات حدائق العبور,30.07703354629748,31.30876130752129,2.83
Hadayek helwan,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حدائق حلوان,29.896826099999995,31.3009298,0.47
Hadayeq Al-Zaitoun,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حدائق الزيتون,30.1137865,31.3334645,2.04
Haptown Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند هاب تون,30.05104738557178,31.65808022783095,0.08
Haret El Roum,36.44326,19.955238,79.361496,70.66722,31.624939,9.333277,حاره الروم,30.04282740814424,31.25958351645616,6.64
Hayah Residence Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند حياه ريزيدنس,30.037109975470727,31.486084625633776,3.01
Hayat Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند حياة,30.02994469752332,31.479363941356542,2.37
Hayati Residence Compound,27.691023,16.973969,80.20046,65.02466,24.886189,6.0874953,كمبوند حياتي رزيدنس,30.0476358177573,31.48656017257013,3.19
